crop_filename,source_image,gt_label,pred_label,best_iou,correct
Snap_006_cell_16.bmp,ALL_resized/23BMCN/Snap_006.jpg,HEM,HEM,0.963,TRUE
Snap_006_cell_17.bmp,ALL_resized/23BMCN/Snap_006.jpg,ALL,,0.043,FALSE
Snap_006_cell_18.bmp,ALL_resized/23BMCN/Snap_006.jpg,HEM,,0.009,FALSE
Snap_006_cell_19.bmp,ALL_resized/23BMCN/Snap_006.jpg,HEM,HEM,1,TRUE
Snap_006_cell_20.bmp,ALL_resized/23BMCN/Snap_006.jpg,ALL,,0.023,FALSE
Snap_006_cell_23.bmp,ALL_resized/23BMCN/Snap_006.jpg,ALL,HEM,0.963,FALSE
Snap_006_cell_24.bmp,ALL_resized/23BMCN/Snap_006.jpg,ALL,,0,FALSE
Snap_006_cell_25.bmp,ALL_resized/23BMCN/Snap_006.jpg,HEM,HEM,0.843,TRUE
Snap_006_cell_26.bmp,ALL_resized/23BMCN/Snap_006.jpg,ALL,,0,FALSE
Snap_006_cell_28.bmp,ALL_resized/23BMCN/Snap_006.jpg,ALL,,0,FALSE
Snap_010_cell_37.bmp,ALL_resized/24BM044/Snap_010.jpg,HEM,HEM,0.934,TRUE
Snap_010_cell_39.bmp,ALL_resized/24BM044/Snap_010.jpg,HEM,HEM,0.886,TRUE
Snap_010_cell_43.bmp,ALL_resized/24BM044/Snap_010.jpg,HEM,,0,FALSE
Snap_004_cell_1.bmp,ALL_resized/24BM194/Snap_004.jpg,HEM,HEM,0.836,TRUE
Snap_004_cell_2.bmp,ALL_resized/24BM194/Snap_004.jpg,HEM,HEM,0.934,TRUE
Snap_004_cell_3.bmp,ALL_resized/24BM194/Snap_004.jpg,HEM,HEM,0.941,TRUE
Snap_015_cell_2.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,,0,FALSE
Snap_015_cell_3.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,,0,FALSE
Snap_015_cell_4.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,,0,FALSE
Snap_015_cell_5.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,HEM,0.855,TRUE
Snap_015_cell_6.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,HEM,0.92,TRUE
Snap_015_cell_7.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,,0,FALSE
Snap_015_cell_8.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,HEM,0.925,TRUE
Snap_015_cell_9.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,HEM,0.904,TRUE
Snap_015_cell_10.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,HEM,0.89,TRUE
Snap_015_cell_11.bmp,ALL_resized/24BMDF/Snap_015.jpg,ALL,,0,FALSE
Snap_015_cell_12.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,HEM,0.932,TRUE
Snap_015_cell_14.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,HEM,0.895,TRUE
Snap_015_cell_15.bmp,ALL_resized/24BMDF/Snap_015.jpg,HEM,HEM,0.879,TRUE
Snap_003_cell_4.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,ALL,0.885,FALSE
Snap_003_cell_5.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_6.bmp,ALL_resized/24BMGD/Snap_003.jpg,ALL,,0.052,FALSE
Snap_003_cell_7.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_9.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,HEM,0.969,TRUE
Snap_003_cell_10.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_11.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_12.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_13.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,HEM,0.914,TRUE
Snap_003_cell_14.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_15.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_16.bmp,ALL_resized/24BMGD/Snap_003.jpg,ALL,ALL,0.834,TRUE
Snap_003_cell_17.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_18.bmp,ALL_resized/24BMGD/Snap_003.jpg,ALL,,0,FALSE
Snap_003_cell_19.bmp,ALL_resized/24BMGD/Snap_003.jpg,ALL,,0.042,FALSE
Snap_003_cell_20.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,HEM,0.919,TRUE
Snap_003_cell_21.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,HEM,0.859,TRUE
Snap_003_cell_22.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,HEM,0.915,TRUE
Snap_003_cell_25.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0.068,FALSE
Snap_003_cell_26.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_27.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,HEM,0.895,TRUE
Snap_003_cell_28.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_29.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_30.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_31.bmp,ALL_resized/24BMGD/Snap_003.jpg,ALL,,0,FALSE
Snap_003_cell_32.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_33.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0.102,FALSE
Snap_003_cell_34.bmp,ALL_resized/24BMGD/Snap_003.jpg,ALL,,0,FALSE
Snap_003_cell_35.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_003_cell_36.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,HEM,0.871,TRUE
Snap_003_cell_37.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,HEM,0.921,TRUE
Snap_003_cell_38.bmp,ALL_resized/24BMGD/Snap_003.jpg,HEM,,0,FALSE
Snap_004_cell_3.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.909,TRUE
Snap_004_cell_4.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.917,TRUE
Snap_004_cell_6.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.95,TRUE
Snap_004_cell_7.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.919,TRUE
Snap_004_cell_8.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.882,TRUE
Snap_004_cell_9.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.892,TRUE
Snap_004_cell_10.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.922,TRUE
Snap_004_cell_11.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,,0,FALSE
Snap_004_cell_12.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.923,TRUE
Snap_004_cell_13.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,,0.072,FALSE
Snap_004_cell_15.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.943,TRUE
Snap_004_cell_16.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,,0.002,FALSE
Snap_004_cell_17.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,,0.07,FALSE
Snap_004_cell_18.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.86,TRUE
Snap_004_cell_19.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.901,TRUE
Snap_004_cell_20.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,,0.049,FALSE
Snap_004_cell_21.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.872,TRUE
Snap_004_cell_23.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.917,TRUE
Snap_004_cell_24.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.898,TRUE
Snap_004_cell_25.bmp,ALL_resized/24BMLH/Snap_004.jpg,HEM,HEM,0.949,TRUE
Snap_010_cell_3.bmp,ALL_resized/24BMRH/Snap_010.jpg,HEM,HEM,0.928,TRUE
Snap_010_cell_4.bmp,ALL_resized/24BMRH/Snap_010.jpg,ALL,,0.019,FALSE
Snap_010_cell_5.bmp,ALL_resized/24BMRH/Snap_010.jpg,HEM,,0,FALSE
Snap_010_cell_6.bmp,ALL_resized/24BMRH/Snap_010.jpg,HEM,HEM,0.905,TRUE
Snap_010_cell_7.bmp,ALL_resized/24BMRH/Snap_010.jpg,HEM,HEM,0.851,TRUE
Snap_010_cell_9.bmp,ALL_resized/24BMRH/Snap_010.jpg,ALL,,0,FALSE
Snap_010_cell_10.bmp,ALL_resized/24BMRH/Snap_010.jpg,HEM,,0,FALSE
Snap_010_cell_11.bmp,ALL_resized/24BMRH/Snap_010.jpg,HEM,HEM,0.87,TRUE
Snap_010_cell_12.bmp,ALL_resized/24BMRH/Snap_010.jpg,HEM,,0,FALSE
Snap_010_cell_14.bmp,ALL_resized/24BMRH/Snap_010.jpg,HEM,,0,FALSE
Snap_005_cell_2.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.974,TRUE
Snap_005_cell_3.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0,FALSE
Snap_005_cell_4.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0.137,FALSE
Snap_005_cell_5.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.917,TRUE
Snap_005_cell_6.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.938,TRUE
Snap_005_cell_7.bmp,ALL_resized/24BMRR/Snap_005.jpg,ALL,ALL,0.922,TRUE
Snap_005_cell_8.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0.013,FALSE
Snap_005_cell_9.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0,FALSE
Snap_005_cell_10.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0,FALSE
Snap_005_cell_11.bmp,ALL_resized/24BMRR/Snap_005.jpg,ALL,,0,FALSE
Snap_005_cell_12.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.896,TRUE
Snap_005_cell_13.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0.025,FALSE
Snap_005_cell_14.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.873,TRUE
Snap_005_cell_15.bmp,ALL_resized/24BMRR/Snap_005.jpg,ALL,HEM,0.907,FALSE
Snap_005_cell_16.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.923,TRUE
Snap_005_cell_17.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0.056,FALSE
Snap_005_cell_18.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0.08,FALSE
Snap_005_cell_19.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.924,TRUE
Snap_005_cell_20.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.94,TRUE
Snap_005_cell_21.bmp,ALL_resized/24BMRR/Snap_005.jpg,ALL,,0.037,FALSE
Snap_005_cell_22.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0.016,FALSE
Snap_005_cell_23.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.899,TRUE
Snap_005_cell_24.bmp,ALL_resized/24BMRR/Snap_005.jpg,ALL,,0,FALSE
Snap_005_cell_25.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0.032,FALSE
Snap_005_cell_26.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0,FALSE
Snap_005_cell_27.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.917,TRUE
Snap_005_cell_28.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0.02,FALSE
Snap_005_cell_29.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.887,TRUE
Snap_005_cell_30.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,,0,FALSE
Snap_005_cell_32.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.946,TRUE
Snap_005_cell_33.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.888,TRUE
Snap_005_cell_34.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.943,TRUE
Snap_005_cell_35.bmp,ALL_resized/24BMRR/Snap_005.jpg,ALL,,0.041,FALSE
Snap_005_cell_36.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.951,TRUE
Snap_005_cell_37.bmp,ALL_resized/24BMRR/Snap_005.jpg,ALL,,0,FALSE
Snap_005_cell_38.bmp,ALL_resized/24BMRR/Snap_005.jpg,HEM,HEM,0.887,TRUE
Snap_026_cell_11.bmp,REMISSIONS_resized/24BM48/Snap_026.jpg,ALL,ALL,0.878,TRUE
Snap_026_cell_17.bmp,REMISSIONS_resized/24BM48/Snap_026.jpg,HEM,,0,FALSE
Snap_026_cell_26.bmp,REMISSIONS_resized/24BM48/Snap_026.jpg,ALL,ALL,0.928,TRUE
Snap_026_cell_31.bmp,REMISSIONS_resized/24BM48/Snap_026.jpg,ALL,ALL,0.934,TRUE
Snap_026_cell_37.bmp,REMISSIONS_resized/24BM48/Snap_026.jpg,HEM,HEM,0.943,TRUE
Snap_026_cell_41.bmp,REMISSIONS_resized/24BM48/Snap_026.jpg,HEM,,0.006,FALSE
Snap_026_cell_42.bmp,REMISSIONS_resized/24BM48/Snap_026.jpg,ALL,ALL,0.935,TRUE
Snap_016_cell_13.bmp,REMISSIONS_resized/24BM49/Snap_016.jpg,HEM,HEM,0.963,TRUE
Snap_016_cell_17.bmp,REMISSIONS_resized/24BM49/Snap_016.jpg,HEM,HEM,0.916,TRUE
Snap_016_cell_34.bmp,REMISSIONS_resized/24BM49/Snap_016.jpg,ALL,,0,FALSE
Snap_016_cell_47.bmp,REMISSIONS_resized/24BM49/Snap_016.jpg,HEM,,0,FALSE
Snap_016_cell_49.bmp,REMISSIONS_resized/24BM49/Snap_016.jpg,HEM,,0,FALSE
Snap_016_cell_56.bmp,REMISSIONS_resized/24BM49/Snap_016.jpg,HEM,,0,FALSE
Snap_010_cell_3.bmp,REMISSIONS_resized/24BM63/Snap_010.jpg,ALL,,0,FALSE
Snap_010_cell_4.bmp,REMISSIONS_resized/24BM63/Snap_010.jpg,ALL,,0,FALSE
Snap_010_cell_6.bmp,REMISSIONS_resized/24BM63/Snap_010.jpg,ALL,,0,FALSE
Snap_010_cell_9.bmp,REMISSIONS_resized/24BM63/Snap_010.jpg,ALL,,0,FALSE
Snap_010_cell_11.bmp,REMISSIONS_resized/24BM63/Snap_010.jpg,HEM,HEM,0.921,TRUE
Snap_010_cell_14.bmp,REMISSIONS_resized/24BM63/Snap_010.jpg,ALL,,0,FALSE
Snap_010_cell_17.bmp,REMISSIONS_resized/24BM63/Snap_010.jpg,ALL,,0,FALSE
Snap_010_cell_15.bmp,REMISSIONS_resized/24BM66/Snap_010.jpg,HEM,HEM,0.845,TRUE
Snap_010_cell_19.bmp,REMISSIONS_resized/24BM66/Snap_010.jpg,HEM,,0,FALSE
Snap_010_cell_26.bmp,REMISSIONS_resized/24BM66/Snap_010.jpg,ALL,,0,FALSE
Snap_010_cell_36.bmp,REMISSIONS_resized/24BM66/Snap_010.jpg,HEM,HEM,0.954,TRUE
Snap_010_cell_44.bmp,REMISSIONS_resized/24BM66/Snap_010.jpg,HEM,ALL,0.883,FALSE
Snap_010_cell_54.bmp,REMISSIONS_resized/24BM66/Snap_010.jpg,HEM,HEM,0.951,TRUE
Snap_004_cell_5.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,HEM,ALL,0.906,FALSE
Snap_004_cell_6.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,ALL,ALL,0.93,TRUE
Snap_004_cell_7.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,ALL,ALL,0.809,TRUE
Snap_004_cell_8.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,HEM,ALL,0.836,FALSE
Snap_004_cell_9.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,ALL,ALL,0.874,TRUE
Snap_004_cell_10.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,HEM,,0,FALSE
Snap_004_cell_11.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,HEM,HEM,0.888,TRUE
Snap_004_cell_12.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,ALL,,0.068,FALSE
Snap_004_cell_15.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,ALL,ALL,0.875,TRUE
Snap_004_cell_16.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,HEM,,0,FALSE
Snap_004_cell_17.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,ALL,,0,FALSE
Snap_004_cell_18.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,ALL,,0,FALSE
Snap_004_cell_19.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,HEM,HEM,0.878,TRUE
Snap_004_cell_20.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,ALL,ALL,0.894,TRUE
Snap_004_cell_21.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,ALL,ALL,0.931,TRUE
Snap_004_cell_22.bmp,REMISSIONS_resized/24BM67/Snap_004.jpg,HEM,,0,FALSE
Snap_009_cell_11.bmp,REMISSIONS_resized/24BMAD/Snap_009.jpg,HEM,ALL,0.795,FALSE
Snap_009_cell_30.bmp,REMISSIONS_resized/24BMAD/Snap_009.jpg,ALL,,0,FALSE
Snap_009_cell_33.bmp,REMISSIONS_resized/24BMAD/Snap_009.jpg,HEM,,0,FALSE
Snap_001_cell_7.bmp,REMISSIONS_resized/24BMAK2/Snap_001.jpg,ALL,,0.007,FALSE
Snap_001_cell_9.bmp,REMISSIONS_resized/24BMAK2/Snap_001.jpg,HEM,,0,FALSE
Snap_001_cell_13.bmp,REMISSIONS_resized/24BMAK2/Snap_001.jpg,HEM,,0,FALSE
Snap_001_cell_43.bmp,REMISSIONS_resized/24BMAK2/Snap_001.jpg,ALL,,0,FALSE
Snap_004_cell_1.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,,0,FALSE
Snap_004_cell_2.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,HEM,0.917,TRUE
Snap_004_cell_3.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,HEM,0.953,TRUE
Snap_004_cell_4.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,HEM,0.94,TRUE
Snap_004_cell_5.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,,0,FALSE
Snap_004_cell_6.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,,0,FALSE
Snap_004_cell_7.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,HEM,0.917,TRUE
Snap_004_cell_8.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,HEM,0.911,TRUE
Snap_004_cell_9.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,HEM,1,TRUE
Snap_004_cell_10.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,ALL,,0.001,FALSE
Snap_004_cell_11.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,HEM,0.968,TRUE
Snap_004_cell_12.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,,0.064,FALSE
Snap_004_cell_13.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,HEM,0.873,TRUE
Snap_004_cell_14.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,,0,FALSE
Snap_004_cell_15.bmp,REMISSIONS_resized/24BMAL/Snap_004.jpg,HEM,HEM,0.88,TRUE
Snap_014_cell_7.bmp,REMISSIONS_resized/24BMBM/Snap_014.jpg,HEM,HEM,0.914,TRUE
Snap_002_cell_4.bmp,REMISSIONS_resized/24BMCR/Snap_002.jpg,ALL,,0,FALSE
Snap_002_cell_5.bmp,REMISSIONS_resized/24BMCR/Snap_002.jpg,HEM,HEM,0.876,TRUE
Snap_002_cell_6.bmp,REMISSIONS_resized/24BMCR/Snap_002.jpg,HEM,HEM,0.91,TRUE
Snap_002_cell_7.bmp,REMISSIONS_resized/24BMCR/Snap_002.jpg,HEM,HEM,0.941,TRUE
Snap_014_cell_13.bmp,REMISSIONS_resized/24BMCV/Snap_014.jpg,HEM,,0,FALSE
Snap_014_cell_15.bmp,REMISSIONS_resized/24BMCV/Snap_014.jpg,ALL,,0,FALSE
Snap_014_cell_24.bmp,REMISSIONS_resized/24BMCV/Snap_014.jpg,HEM,HEM,0.914,TRUE
Snap_014_cell_32.bmp,REMISSIONS_resized/24BMCV/Snap_014.jpg,ALL,,0,FALSE
Snap_014_cell_35.bmp,REMISSIONS_resized/24BMCV/Snap_014.jpg,HEM,HEM,0.91,TRUE
Snap_004_cell_6.bmp,REMISSIONS_resized/24BMDR/Snap_004.jpg,HEM,HEM,0.937,TRUE
Snap_004_cell_7.bmp,REMISSIONS_resized/24BMDR/Snap_004.jpg,HEM,HEM,0.902,TRUE
Snap_004_cell_8.bmp,REMISSIONS_resized/24BMDR/Snap_004.jpg,HEM,HEM,0.88,TRUE
Snap_004_cell_9.bmp,REMISSIONS_resized/24BMDR/Snap_004.jpg,HEM,HEM,0.95,TRUE
Snap_004_cell_10.bmp,REMISSIONS_resized/24BMDR/Snap_004.jpg,HEM,HEM,0.929,TRUE
Snap_004_cell_11.bmp,REMISSIONS_resized/24BMDR/Snap_004.jpg,HEM,HEM,0.835,TRUE
Snap_004_cell_12.bmp,REMISSIONS_resized/24BMDR/Snap_004.jpg,HEM,,0,FALSE
Snap_009_cell_7.bmp,REMISSIONS_resized/24BMHA/Snap_009.jpg,HEM,,0,FALSE
Snap_009_cell_12.bmp,REMISSIONS_resized/24BMHA/Snap_009.jpg,HEM,ALL,0.876,FALSE
Snap_009_cell_14.bmp,REMISSIONS_resized/24BMHA/Snap_009.jpg,HEM,,0,FALSE
Snap_009_cell_19.bmp,REMISSIONS_resized/24BMHA/Snap_009.jpg,HEM,HEM,0.919,TRUE
Snap_009_cell_30.bmp,REMISSIONS_resized/24BMHA/Snap_009.jpg,HEM,,0,FALSE
Snap_009_cell_42.bmp,REMISSIONS_resized/24BMHA/Snap_009.jpg,HEM,HEM,0.912,TRUE
Snap_015_cell_26.bmp,REMISSIONS_resized/24BMLY/Snap_015.jpg,ALL,,0,FALSE
Snap_015_cell_36.bmp,REMISSIONS_resized/24BMLY/Snap_015.jpg,HEM,HEM,0.932,TRUE
Snap_015_cell_37.bmp,REMISSIONS_resized/24BMLY/Snap_015.jpg,HEM,HEM,0.868,TRUE
Snap_010_cell_14.bmp,REMISSIONS_resized/24BMMA2/Snap_010.jpg,HEM,HEM,0.947,TRUE
Snap_010_cell_19.bmp,REMISSIONS_resized/24BMMA2/Snap_010.jpg,HEM,HEM,0.865,TRUE
Snap_011_cell_1.bmp,REMISSIONS_resized/24BMMA/Snap_011.jpg,HEM,HEM,0.873,TRUE
Snap_011_cell_2.bmp,REMISSIONS_resized/24BMMA/Snap_011.jpg,HEM,HEM,0.932,TRUE
